lat,lon,AttackID,Status,Location,Narration,Date
18.490278,-93.30278,059-20,Boarded,"Hokchi Field, Offshore Puerto Dos Bocas, Mexico.","Duty crew onboard a dynamic positioning pipelaying vessel noticed two boats with seven armed persons approaching at high speed. Alarm raised, PA announcement made and crew mustered in the citadel. Three persons managed to board the vessel. Master activated SSAS, increased speed, and commenced manoeuvres resulting in the persons escaping. Port Control notified and a patrol boat was dispatched to assist the vessel. After the crew emerged from the citadel a security search was carried out. Crew and vessel reported safe.",2020-04-08 21:30:00-05:00
-6.081389,12.313889,058-20,Attempted,"Soyo Anchorage, Angola.",OOW onboard an anchored offshore supply vessel noticed 12 armed persons in a wooden boat attempting to board. Alarm activated and the persons aborted the attempt and moved away. Port Authorities notified and a security boat was dispatched to the location.,2020-03-15 17:05:00+01:00
1.7083334,104.477776,057-20,Boarded,"Around 16nm NE of Bandar Penawar, Malaysia.","Unnoticed, robber boarded an anchored tanker, stole ship",2020-04-11 09:30:00+07:00
6.2764397,2.5339239,056-20,Boarded,"Cotonou Anchorage, Benin.","Armed persons boarded an anchored container ship. Alarm raised and crew took shelter in the citadel. Incident reported to the Benin Authorities. A patrol boat in the vicinity was diverted to the location to rescue the crew members and to provide assistance to the ship. Eight crew reported kidnapped from the ship. On 28.05.2020, the Owners confirmed that the 8 kidnapped crew members were released safely on 23.05.2020.",2020-04-19 00:30:00+01:00
10.413365,107.11434,055-20,Boarded,Vietnam.,Four robbers in a wooden boat boarded an anchored chemical tanker. Duty watchman on routine rounds noticed the robbers and notified the OOW. Alarm raised and ship,2020-04-20 01:45:00+07:00
18.875,-91.882225,054-20,Boarded,"Around 12nm North of Ciudad del Carmen, Mexico.","Around six persons armed with automatic weapons and pistols boarded an anchored accommodation construction barge. They attempted to enter into the accommodation without success and opened fire towards the superstructure causing damage to three windows. Master raised the alarm, sent distress message, informed CSO, and crew mustered in the citadel. The incident was reported to the Marine Control via VHF ch.16 and a naval boat was dispatched to the location. The persons stole the barge",2020-04-14 22:30:00-05:00
18.6,-93.325,053-20,Boarded,"Around 13nm NW of Puerto Dos Bocas, Mexico.",Eight armed robbers boarded a drifting offshore supply ship. They fired several warning shots and later left the vessel. No injuries to crew members. Authorities have been informed.,2020-04-09 22:37:00-05:00
1.2527778,104.03333,052-20,Boarded,Singapore Straits.,"Three robbers armed with long knives in an unlit boat approached and boarded a bulk carrier underway. Duty oiler on routine rounds noticed the robbers in the engine room and raised the alarm. Master made PA announcement, crew mustered and made a search. Hearing the alarm and seeing the crew alertness, the robbers escaped with stolen ship",2020-04-16 00:00:00+07:00
-2.8683333,-80.38389,051-20,Boarded,"Around 7nm West of Isla Puna, Ecuador.","Six armed robbers boarded a container ship under pilotage. They took hostage two duty crew members and tied them up. Seeing the robbers, the Master raised the alarm, crew mustered and pilot notified the coast guard. Seeing the alerted crew, the robbers fired warning shots and escaped. On searching the ship, some containers were noticed broken into. The crew and ship are safe.",2020-04-10 23:35:00-05:00
14.562786,120.91024,050-20,Boarded,"Manila Anchorage, Philippines.",Two robbers in an unlit boat approached and boarded an anchored container ship. Duty OS on routine rounds noticed the boat and raised the alarm. Crew mustered and moved forward. Seeing the alerted crew the robbers escaped with ship,2020-04-14 03:10:00+08:00
-2.5680556,-80.11889,049-20,Boarded,"River Passage Guayaquil, Ecuador.","Eight armed robbers in two speed boats approached a container ship underway. Master raised the alarm, and activated the SSAS. The robbers fired warning shots, managed to board the ship, and opened 15 containers. When the search lights were directed towards the robbers, they opened fire towards the bridge. Port Control and Coast Guard notified. The robbers stole part of the cargo and escaped. Later, the Coast Guard boarded the ship for investigation. No injuries to crew.",2020-04-08 22:30:00-05:00
18.625,-93.32806,048-20,Fired Upon,"HSP Platform, Offshore Dos Bocas, Mexico.","Crew onboard a pipelaying vessel noticed a boat with eight armed persons approaching at high speed. Alarm sounded, accommodation locked down and all crew mustered. As the boat approached from the stern it started firing at the vessel. Using the thrusters the Master was able to prevent the boat from coming alongside resulting in the boat aborting and moving away. Port Control notified via VHF and a patrol boat was dispatched to the location.",2020-04-03 20:06:00-06:00
21.400278,72.333336,047-20,Boarded,"Around 8nm East of Alang, India.","Crew onboard a tug towing the barge noticed unauthorised persons boarding the barge, stealing barge properties and escaping. Alarm raised and incident reported to VTS and Coast Guard, who dispatched a boat to investigate.",2020-03-27 20:00:00+05:30
-8.752222,13.2675,046-20,Boarded,"Luanda Inner Anchorage, Angola.","Crew onboard an anchored offshore supply ship noticed the padlock to the paint store broken. On checking the CCTV footage, it was noticed that four robbers had forced their way into the paint store and stole ship",2020-02-26 00:40:00+01:00
2.7516668,6.9025,045-20,Fired Upon,"Around 97nm South of Bonny Island, Nigeria.",About ten pirates armed with AK,2020-03-27 17:00:00+00:00
21.695278,91.84278,044-20,Boarded,"Matarbari Anchorage, Bangladesh.",Duty AB onboard an anchored tug noticed robbers armed with knives boarding the tug and immediately informed the Duty Officer. Alarm raised and crew mustered. Robbers stole ship,2020-02-07 19:10:00+06:00
3.118611,5.5855556,043-20,Attempted,"Around 75nm SSW of Bayelsa, Nigeria.",Seven armed pirates in a black speed boat approached and attempted to board a bulk carrier underway. Alarm raised and all non,2020-03-25 10:06:00+00:00
13.692691,121.002045,042-20,Boarded,Philippines.,"Duty crew onboard a berthed product tanker noticed a robber with a long knife near the forecastle and immediately informed the OOW. Alarm raised and all crew mustered. Seeing the alerted crew, the robber escaped. Vessel and crew safe.",2020-03-23 02:25:00+08:00
0.55583334,8.4225,041-20,Boarded,"Around 62nm WNW of Libreville, Gabon.",Pirates boarded a container ship underway. Most crew managed to retreat into the citadel. Regional Authorities notified and assistance was dispatched to the ship. When the crew emerged from the citadel seven crew were reported missing.,2020-03-22 06:57:00+01:00
0.11535637,-50.872192,040-20,Boarded,Brazil.,"Duty AB on routine rounds onboard an anchored bulk carrier noticed a small boat near the bow and notified the OOW. As he headed forward to check, three robbers intercepted him and took him hostage. The OOW raised the alarm when he noticed some movements near the forecastle and the AB did not respond to his calls on the walkie",2020-03-17 00:30:00-03:00
16.966667,82.3,039-20,Boarded,"Kakinada Anchorage, India.",Seven persons in a dinghy boat approached and boarded an anchored offshore tug. They stole lube oil drums and escaped. Incident reported to Kakinada Coast Guard. Two coast guard ships were deployed to search the fishing boats in the vicinity.,2020-02-28 04:00:00+05:30
6.3022223,3.3583333,038-20,Boarded,"Lagos Anchorage, Nigeria.","A robber boarded an anchored tanker. Duty crew spotted the robber and raised the alarm. Crew mustered. Hearing the alarm, the robber escaped with stolen cargo. Port control and Nigerian navy notified. A patrol boat was dispatched and Nigeria Naval personnel boarded the vessel for investigations.",2020-03-19 01:45:00+01:00
5.3672223,1.6,037-20,Attempted,"Around 49nm SE of Lome, Togo.","Master onboard a product tanker underway noticed a skiff on a parallel course. On altering her course, the skiff was seen altering course also and approaching the tanker. Alarm raised and the non",2020-03-05 07:30:00+00:00
3.925,98.771385,036-20,Boarded,"Belawan Anchorage, Indonesia.","Duty watchman onboard an anchored container ship noticed an armed robber on the forecastle.  He immediately informed the duty officer who sounded the alarm. Hearing the alarm and seeing the alerted crew, the robber escaped by boat. A second robber was spotted escaping via the anchor chain. Crew mustered and a search was carried out. Nothing reported stolen.",2020-03-13 20:10:00+07:00
1.1691667,103.433334,035-20,Boarded,Singapore Straits.,Three robbers armed with crowbar and pipes boarded a bulk carrier underway. The engine crew noticed the robbers and managed to lock them inside the engine room workshop. Alarm raised and crew mustered. Two accomplices in a skiff tried to approach the vessel but were repelled by the crew. Singaporean and Indonesian Authorities notified. Two Indonesian Authority armed guards boarded the vessel and arrested the three robbers.,2020-03-16 03:30:00+07:00
-12.051408,-77.18239,034-20,Boarded,"Callao Anchorage, Peru.","Nine robbers, in three small boats, came alongside and boarded an anchored reefer ship. They took hostage three crew members, tied them up and assaulted them. Alarm raised. Seeing the alerted crew, the robbers escaped with stolen ship",2020-03-13 03:15:00-05:00
6.0833335,125.2,033-20,Boarded,"General Santos Harbour Anchorage, Philippines.",Duty officer and duty A,2020-03-12 05:00:00+08:00
5.2728205,-4.03196,032-20,Boarded,"Abidjan Anchorage, Ivory Coast.",A robber in a canoe approached and boarded an anchored offshore tug. The alert crew noticed the presence of the robber and raised the alarm. All crew mustered and a security search was carried out throughout the vessel. Port Control informed and a security boat was sent to the location. It was reported that a mobile phone was stolen from the vessel.,2020-03-07 01:50:00+00:00
5.603611,2.343889,031-20,Boarded,"Around 45nm SSW of Cotonou, Benin.",Six armed persons boarded a product tanker underway. Distress signal activated and regional authorities notified. All non,2020-03-05 12:46:00+00:00
1.1847222,103.44,030-20,Boarded,Singapore Straits.,"Duty lookout onboard the bridge of a bulk carrier underway noticed four unauthorized persons near the accommodation block. Alarm raised, crew mustered and Singapore VTIS notified. Hearing the alerted crew the unauthorised persons escaped. The Singapore Coast Guard boarded the vessel for inspection. On searching the vessel, nothing was reported stolen.",2020-02-27 23:30:00+07:00
20.61111,71.0525,029-20,Boarded,"Around 7.7nm SSE of Diu, Gujarat, India.",Nine persons in a fishing boat approached a tanker under tow by a tug. Two persons boarded the tanker. The Master of the tug immediately reported the incident to the Indian Coast Guard via vhf ch,2020-02-19 08:20:00+05:30
-12.018888,-77.200836,028-20,Attempted,"Callao Anchorage, Peru.","Duty crew on routine safety rounds onboard an anchored bulk carrier noticed two small boats secured near the bow and three persons climbing the anchor chain. One person was seen waiting in the boat. Alarm raised and all crew moved towards the forecastle. Seeing the alerted crew, the persons retreated and escaped in their boats.",2020-03-01 00:40:00-05:00
17.05139,82.401665,027-20,Boarded,"Kakinada Anchorage, India.","During routine rounds, crew noticed ship",2020-02-20 00:00:00+05:30
18.566668,-72.38389,026-20,Boarded,"Echo Anchorage, Port Au Prince, Haiti.","Two robbers armed with a gun boarded an anchored tanker. Alert duty crew noticed the robbers, raised the alarm and retreated into the accommodation. All crew mustered. Seeing the alerted crew, the robbers escaped with ship",2020-02-25 02:07:00-05:00
-8.167778,12.685,025-20,Attempted,"Around 48.24nm NNW of Luanda, Angola.",Eight pirates in a small boat approached and attempted to board a product tanker underway. All non,2020-02-27 09:24:00+01:00
2.8175,4.6680555,024-20,Fired Upon,"Around 130nm SW of Brass, Nigeria.","Duty office onboard a container ship underway noticed a speed boat approaching at high speed. Alarm raised, speed increased, all non",2020-02-21 02:20:00+00:00
5.1419444,2.103889,023-20,Boarded,"Around 75nm SSW of Cotonou, Benin.","While underway, armed pirates attacked a tanker and kidnapped nine crew members. Vessel sailed to a safe port. Investigations are ongoing. On 06.03.2020 the nine kidnapped crew members were released safely.",2020-02-20 01:03:00+00:00
6.2980556,3.2377777,022-20,Attempted,"Lagos Secure Anchorage Area, Nigeria.",Three persons in a small boat approached an anchored tanker and attempted to board via the anchor chain. Duty crew on routine rounds noticed the attempted boarding and raised the alarm. Seeing the alerted crew the persons aborted the boarding and escaped in their boat. The incident reported to Port Control.,2020-02-18 01:20:00+01:00
-8.716666,13.283334,021-20,Boarded,"Luanda Anchorage, Angola.",Duty crew onboard an anchored support vessel noticed the paint store broken into and ship,2020-02-15 06:00:00+01:00
1.2583333,104.16167,020-20,Boarded,Singapore Straits.,"Duty crew onboard a bulk carrier underway noticed six armed robbers in the engine room and raised the alarm. Crew mustered and incident reported to Singapore VTIS. Seeing the alerted crew, the robbers escaped with stolen ship",2020-02-09 01:20:00+07:00
1.55,5.3166666,019-20,Boarded,"Around 102nm NW of Sao Tome Island, Sao Tome and Principe.","Armed pirates in two boats approached and boarded a container ship underway. Master raised the alarm, sent distress message, stopped the ship and all crew members mustered in the citadel. Upon receiving the distress message, the IMB Piracy Reporting Centre",2020-02-14 07:59:00+00:00
1.2722223,104.270836,018-20,Boarded,Singapore Straits.,"Duty motorman on routine engine room rounds, onboard a product tanker underway, noticed an unauthorized person armed with a knife in the steering gear room. As the motorman challenged the person, a second person was noticed escaping towards the poop deck. Alarm raised. Incident reported to Singapore VTIS. On searching the tanker, nothing was reported stolen.",2020-01-08 03:15:00+07:00
1.2686111,104.174446,017-20,Boarded,Singapore Straits.,"Duty crew onboard a product tanker underway noticed an unauthorised person in the engine room. Alarm raised, crew mustered, and incident reported to Singapore VTIS. On searching the vessel it was noticed that ship",2020-02-09 01:30:00+07:00
5.141667,2.2972221,016-20,Boarded,"Around 73nm South of Cotonou, Benin.","Two pirates armed with AK47 rifles in a boat approached and boarded a drifting container ship. Alarm raised, deck lights switched off, accommodation locked down and engines started and headed towards Tema. Ghana navy was notified and requested to board to search the vessel on arrival. All crew safe. Nothing reported stolen.",2020-01-19 20:10:00+00:00
6.2519445,3.3169444,015-20,Boarded,"Lagos Anchorage, Nigeria.","Two robbers in a boat boarded an anchored tanker. They tried to seize the duty AB on routine rounds, who managed to escape. Alarm raised. Hearing the alerted crew, the robbers escaped without stealing anything. Incident reported to Nigerian Navy. A patrol boat was dispatched to the location.",2020-02-01 02:30:00+01:00
1.0747222,103.91055,014-20,Boarded,"Around 0.4nm SW of PT Dharma Sentosa Marindo Yard, Pulau Batam, Indonesia.",Alert crew onboard a tug moored to a buoy noticed three robbers on deck and raised the alarm. The crew confronted the robbers who were able to escape with the assistance of two of their accomplices waiting in their boat. Incident reported to the police who boarded the tug for investigations. A search was carried out. It was noticed the padlock to the storeroom was damaged and ship,2020-02-03 04:20:00+07:00
1.0841056,104.1458,013-20,Boarded,"Pulau Batam, Indonesia.","While anchored, a product tanker was boarded by two robbers. While they were stealing ship",2020-01-21 04:45:00+07:00
4.683889,7.151111,012-20,Boarded,"Onne Port, Nigeria.","Duty AB onboard a berthed offshore supply vessel noticed an unauthorised person on deck. Alarm raised and hearing the alerted crew, the person escaped with stolen ship",2020-01-29 04:00:00+01:00
-12.25,-77.183334,011-20,Boarded,"Callao Anchorage, Peru.","Two unauthorised persons from two skiffs came alongside and boarded an anchored tanker. Duty watchman on security rounds noticed the persons on the forecastle deck. Alarm raised and crew mustered. Seeing the alerted crew, the persons jumped overboard and escaped. Port Authorities notified. Nothing reported stolen.",2020-01-28 03:18:00-05:00
10.317223,-75.52805,010-20,Boarded,"Cartagena Anchorage, Colombia.",Two robbers armed with a machete were seen on the forecastle of  an anchored tanker. Alarm raised and crew mustered. Seeing the alerted crew the robbers escaped. Incident reported to the Coast Guard who board the vessel. Nothing was reported stolen.,2020-01-19 00:00:00-05:00
6.2919445,3.331389,009-20,Boarded,"Lagos Anchorage, Nigeria.","Duty crew onboard an anchored tanker carrying out STS operations noticed an unauthorised person near the forecastle. Alarm sounded. Seeing the alerted crew the person jumped overboard and escaped with his accomplices in a wooden boat. A naval patrol boat arrived at the location, searched the waters around the tanker and remained close to the tanker until daybreak. Nothing reported stolen. Crew and vessel safe.",2020-01-25 01:50:00+01:00
3.9469445,98.75667,008-20,Boarded,"Belawan Anchorage, Indonesia.","Deck watchmen on routine rounds onboard an anchored tanker noticed the forward storeroom broken into and ships properties missing. On searching the area, footsteps were noticed on the forecastle and it was assumed that the thieves gained access via the anchor chain.",2020-01-26 10:24:00+07:00
6.293459,3.317871,007-20,Attempted,Nigeria.,"Robbers in a small boat approached an anchored tanker during STS cargo operations. Two of the robbers attempted to board the tanker via the anchor chain. Duty crew on routine rounds noticed the robbers and raised the alarm. Crew mustered and patrol boat informed. Seeing the alerted crew, the robbers aborted the attempted boarding and escaped in their boat. Authorities notified.",2020-01-17 13:00:00+01:00
21.403334,72.287224,006-20,Boarded,"Alang Anchorage, India.","While anchored, persons in a small boat approached and boarded a barge, stole some scrap metal and escaped. Master noticed the persons and reported the incident to the Authorities who managed to apprehend the thieves.",2020-01-07 07:00:00+05:30
5.4868183,119.07875,004-20,Boarded,"Lahad Datu, Malaysia.",A fishing vessel was attacked by six armed persons in a grey coloured speed boat. Malaysian Authorities managed to locate and intercept the fishing vessel. Three crews were found safe on the vessel. The remaining five crews were reported kidnapped.,2020-01-16 20:00:00+08:00
3.6333334,6.67,003-20,Fired Upon,"Around 52nm SW of Bonny, Nigeria.",Five armed pirates in a small craft approached a tanker underway. Alarm raised and evasive manoeuvres commenced. Armed security team onboard the tanker fired warning shots resulting in the pirates returning fire and then aborting the approach and moving away.,2020-01-16 20:57:00+00:00
4.1,5.7480555,002-20,Fired Upon,"Around 19nm SW of Bayelsa, Nigeria.",Around 15 armed persons in a speed boat chased and fired upon a container vessel underway. Alarm raised and the non,2020-01-21 08:35:00+00:00
-14.369166,40.71528,001-20,Boarded,"Nacala Anchorage, Mozambique.",Duty watchman during rounds on deck noticed two robbers armed with long knives approaching him. He immediately informed the duty officer who raised the alarm and alerted other crew. Upon inspection it was discovered that a mooring rope was missing from the forward store.,2020-01-13 02:04:00+02:00
-0.06666667,-51.166668,006-21,Boarded,Brazil.,"Unnoticed robbers boarded a berthed bulk carrier, stole ship",2021-01-13 01:00:00-03:00
2.3994443,5.516667,005-21,Fired Upon,"around 120nm SSW of Brass, Nigeria.","While underway, a container ship was approached and fired upon by pirates in a small craft. Alarm sounded and all crew mustered in the citadel. The incident was reported to the Regional Authorities. Ship and crew reported safe.",2021-01-13 19:00:00+00:00
12.100278,44.434723,004-21,Attempted,Gulf of Aden.,"While underway, a bulk carrier noticed a skiff approaching. Alarm sounded and all crew mustered. At a distance of 0.2nm weapons and ladders were noticed in the skiff. The onboard armed team fired warning shots, resulting in the skiff aborting and moving away.",2021-01-14 11:49:00+03:00
18.633333,-72.61667,003-21,Boarded,"Port Au Prince, Haiti","Duty officer onboard an anchored bulk carrier noticed a suspicious echo on the radar and asked the security patrol to investigate. The security patrol noticed a boat with around six robbers armed with a gun boarding using a ladder with hooks. Alarm raised, crew retreated into the accommodation. The robbers threatened the Chief Engineer who was attempting to secure an open accommodation door. Incident reported to the coast guard and PFSO. The Coast Guard responded and boarded the vessel to carry out a search and investigate. Ship",2021-01-03 19:53:00-05:00
-0.2522222,117.5675,002-21,Boarded,"Muara Berau Anchorage, Indonesia.",Three robbers armed with knives boarded an anchored bulk carrier. Duty crew spotted the robbers near the forecastle store escaping with ship,2021-01-04 03:40:00+08:00
-4.7258334,11.739166,001-21,Boarded,"Pointe Noire North Anchorage, The Congo.",Robbers armed with knives boarded an anchored container ship. General alarm sounded and all crew mustered in the citadel. The robbers stole ship,2021-01-04 01:48:00+01:00
1.2908334,104.319725,Boarded,008-21,Singapore Straits.,"Three robbers armed with long knives boarded a general cargo ship underway. Duty crew spotted the robbers in the engine room and raised the alarm. Crew mustered. Seeing the crew alertness, the robbers escaped empty handed. Incident reported to VTIS.",2021-01-29 02:20:00+08:00
1.0702778,5.0727777,Boarded,007-21,around 98nm NW of Sao Tome,"While underway, a container ship was boarded by an unknown number of pirates. One crew killed, 15 crews kidnapped. Remaining three crew managed to navigate to a safe port.",2021-01-23 05:35:00+00:00
-0.06666667,-51.166668,Boarded,006-21,Brazil.,"Unnoticed robbers boarded a berthed bulk carrier, stole ship",2021-01-13 01:00:00-03:00
2.3994443,5.516667,Fired Upon,005-21,"around 120nm SSW of Brass, Nigeria.","While underway, a container ship was approached and fired upon by pirates in a small craft. Alarm sounded and all crew mustered in the citadel. The incident was reported to the Regional Authorities. Ship and crew reported safe.",2021-01-13 19:00:00+00:00
12.100278,44.434723,Attempted,004-21,Gulf of Aden.,"While underway, a bulk carrier noticed a skiff approaching. Alarm sounded and all crew mustered. At a distance of 0.2nm weapons and ladders were noticed in the skiff. The onboard armed team fired warning shots, resulting in the skiff aborting and moving away.",2021-01-14 11:49:00+03:00
18.633333,-72.61667,Boarded,003-21,"Port Au Prince, Haiti","Duty officer onboard an anchored bulk carrier noticed a suspicious echo on the radar and asked the security patrol to investigate. The security patrol noticed a boat with around six robbers armed with a gun boarding using a ladder with hooks. Alarm raised, crew retreated into the accommodation. The robbers threatened the Chief Engineer who was attempting to secure an open accommodation door. Incident reported to the coast guard and PFSO. The Coast Guard responded and boarded the vessel to carry out a search and investigate. Ship",2021-01-03 19:53:00-05:00
-0.2522222,117.5675,Boarded,002-21,"Muara Berau Anchorage, Indonesia.",Three robbers armed with knives boarded an anchored bulk carrier. Duty crew spotted the robbers near the forecastle store escaping with ship,2021-01-04 03:40:00+08:00
-4.7258334,11.739166,Boarded,001-21,"Pointe Noire North Anchorage, The Congo.",Robbers armed with knives boarded an anchored container ship. General alarm sounded and all crew mustered in the citadel. The robbers stole ship,2021-01-04 01:48:00+01:00
